soc_code,task_id,task_description,task_importance,importance_norm,automation_score,automation_level
35-3011,2223,Collect money for drinks served.,4.79,0.992753623188406,0.9927536231884059,High
35-3011,2225,Balance cash receipts.,4.74,0.956521739130435,0.956521739130435,High
35-3011,2224,Check identification of customers to verify age requirements for purchase of alcohol.,4.74,0.956521739130435,0.956521739130435,High
35-3011,2230,"Clean bars, work areas, and tables.",4.68,0.9130434782608695,0.9130434782608696,High
35-3011,2226,"Attempt to limit problems and liability related to customers' excessive drinking by taking steps such as persuading customers to stop drinking, or ordering taxis or other transportation for intoxicated patrons.",4.62,0.8695652173913045,0.8695652173913047,High
35-3011,2228,Take beverage orders from serving staff or directly from patrons.,4.61,0.8623188405797105,0.8623188405797103,High
35-3011,2229,"Serve wine, and bottled or draft beer.",4.54,0.8115942028985509,0.8115942028985509,High
35-3011,2237,"Plan, organize, and control the operations of a cocktail lounge or bar.",4.49,0.7753623188405799,0.7753623188405799,High
35-3011,18735,"Stock bar with beer, wine, liquor, and related supplies such as ice, glassware, napkins, or straws.",4.46,0.7536231884057972,0.7536231884057972,High
35-3011,2232,Serve snacks or food items to customers seated at the bar.,4.39,0.7028985507246376,0.7028985507246378,High
35-3011,2231,"Mix ingredients, such as liquor, soda, water, sugar, and bitters, to prepare cocktails and other drinks.",4.33,0.6594202898550726,0.6594202898550728,Moderate
35-3011,2235,Slice and pit fruit for garnishing drinks.,4.03,0.4420289855072466,0.4420289855072466,Moderate
35-3011,2234,"Ask customers who become loud and obnoxious to leave, or physically remove them.",3.83,0.2971014492753625,0.2971014492753625,Low
35-3011,2236,Arrange bottles and glasses to make attractive displays.,3.81,0.282608695652174,0.28260869565217406,Low
35-3011,2241,Create drink recipes.,3.42,0.0,0.0,Low
35-3031,2276,Collect payments from customers.,4.89,1.0,1.0,High
35-3031,2275,Check patrons' identification to ensure that they meet minimum age requirements for consumption of alcoholic beverages.,4.86,0.9791666666666671,0.9791666666666671,High
35-3031,2277,"Write patrons' food orders on order slips, memorize orders, or enter orders into computers for transmittal to kitchen staff.",4.85,0.9722222222222222,0.9722222222222223,High
35-3031,2279,"Check with customers to ensure that they are enjoying their meals, and take action to correct any problems.",4.79,0.9305555555555558,0.9305555555555558,High
35-3031,2278,Take orders from patrons for food or beverages.,4.77,0.9166666666666665,0.9166666666666664,High
35-3031,2281,Prepare checks that itemize and total meal costs and sales taxes.,4.71,0.8750000000000001,0.8750000000000001,High
35-3031,18745,"Remove dishes and glasses from tables or counters, and take them to kitchen for cleaning.",4.7,0.8680555555555558,0.8680555555555559,High
35-3031,2285,Clean tables or counters after patrons have finished dining.,4.68,0.8541666666666666,0.8541666666666665,High
35-3031,2280,"Serve food or beverages to patrons, and prepare or serve specialty dishes at tables as required.",4.6,0.798611111111111,0.7986111111111113,High
35-3031,18747,"Perform cleaning duties, such as sweeping and mopping floors, vacuuming carpet, tidying up server station, taking out trash, or checking and cleaning bathroom.",4.54,0.7569444444444446,0.7569444444444446,High
35-3031,2283,"Present menus to patrons and answer questions about menu items, making recommendations upon request.",4.52,0.7430555555555554,0.7430555555555554,High
35-3031,2288,"Prepare tables for meals, including setting up items such as linens, silverware, and glassware.",4.37,0.6388888888888891,0.6388888888888891,Moderate
35-3031,2290,"Stock service areas with supplies such as coffee, food, tableware, and linens.",4.37,0.6388888888888891,0.6388888888888891,Moderate
35-3031,18744,"Roll silverware, set up food stations, or set up dining areas to prepare for the next shift or for large parties.",4.36,0.6319444444444448,0.6319444444444445,Moderate
35-3031,2284,Inform customers of daily specials.,4.32,0.604166666666667,0.604166666666667,Moderate
35-3031,2287,"Explain how various menu items are prepared, describing ingredients and cooking methods.",4.25,0.5555555555555556,0.5555555555555555,Moderate
35-3031,18746,"Assist host or hostess by answering phones to take reservations or to-go orders, and by greeting, seating, and thanking guests.",4.12,0.4652777777777779,0.4652777777777779,Moderate
35-3031,2292,"Fill salt, pepper, sugar, cream, condiment, and napkin containers.",4.08,0.43750000000000006,0.43750000000000006,Moderate
35-3031,2289,"Perform food preparation duties, such as preparing salads, appetizers, and cold dishes, portioning desserts, and brewing coffee.",3.99,0.37500000000000017,0.37500000000000033,Moderate
35-3031,2286,"Prepare hot, cold, and mixed drinks for patrons, and chill bottles of wine.",3.99,0.37500000000000017,0.37500000000000033,Moderate
35-3031,2293,Escort customers to their tables.,3.78,0.2291666666666665,0.2291666666666666,Low
35-3031,18748,"Provide guests with information about local areas, including directions.",3.45,0.0,0.0,Low
35-3041,11152,Place food servings on plates or trays according to orders or instructions.,4.82,1.0,1.0,High
35-3041,11150,"Clean or sterilize dishes, kitchen utensils, equipment, or facilities.",4.78,0.9402985074626865,0.9402985074626864,High
35-3041,11149,"Monitor food distribution, ensuring that meals are delivered to the correct recipients and that guidelines, such as those for special diets, are followed.",4.77,0.9253731343283571,0.925373134328357,High
35-3041,11151,Examine trays to ensure that they contain required items.,4.68,0.7910447761194022,0.7910447761194022,High
35-3041,11153,"Load trays with accessories, such as eating utensils, napkins, or condiments.",4.62,0.7014925373134325,0.7014925373134324,High
35-3041,11154,Take food orders and relay orders to kitchens or serving counters so they can be filled.,4.54,0.5820895522388055,0.5820895522388055,Moderate
35-3041,11158,Monitor food preparation or serving techniques to ensure that proper procedures are followed.,4.49,0.507462686567164,0.5074626865671639,Moderate
35-3041,11156,Remove trays and stack dishes for return to kitchen after meals are finished.,4.47,0.4776119402985066,0.4776119402985065,Moderate
35-3041,11159,"Carry food, silverware, or linen on trays or use carts to carry trays.",4.4,0.373134328358209,0.37313432835820903,Moderate
35-3041,11161,Record amounts and types of special food items served to customers.,4.33,0.26865671641791006,0.2686567164179102,Low
35-3041,11155,"Stock service stations with items, such as ice, napkins, or straws.",4.28,0.19402985074626852,0.19402985074626852,Low
35-3041,11157,"Prepare food items, such as sandwiches, salads, soups, or beverages.",4.25,0.14925373134328307,0.14925373134328312,Low
35-3041,11160,Determine where patients or patrons would like to eat their meals and help them get situated.,4.15,0.0,0.0,Low
35-9011,11178,Run cash registers.,4.53,1.0,1.0,High
35-9011,11169,"Serve ice water, coffee, rolls, or butter to patrons.",4.53,1.0,1.0,High
35-9011,11165,Scrape and stack dirty dishes and carry dishes and other tableware to kitchens for cleaning.,4.52,0.984374999999999,0.9843749999999991,High
35-9011,11163,Wipe tables or seats with dampened cloths or replace dirty tablecloths.,4.52,0.984374999999999,0.9843749999999991,High
35-9011,11164,"Set tables with clean linens, condiments, or other supplies.",4.47,0.9062499999999992,0.9062499999999992,High
35-9011,23929,Greet and seat customers.,4.45,0.8749999999999999,0.8750000000000001,High
35-9011,11166,Clean up spilled food or drink or broken dishes and remove empty bottles and trash.,4.44,0.8593750000000002,0.8593750000000001,High
35-9011,11168,"Maintain adequate supplies of items, such as clean linens, silverware, glassware, dishes, or trays.",4.39,0.7812499999999991,0.7812499999999991,High
35-9011,11172,Locate items requested by customers.,4.35,0.7187499999999991,0.7187499999999991,High
35-9011,11170,Fill beverage or ice dispensers.,4.34,0.7031249999999994,0.7031249999999996,High
35-9011,11173,"Carry food, dishes, trays, or silverware from kitchens or supply departments to serving counters.",4.29,0.6249999999999998,0.6249999999999997,Moderate
35-9011,11167,"Perform serving, cleaning, or stocking duties in establishments, such as cafeterias or dining rooms, to facilitate customer service.",4.27,0.593749999999999,0.593749999999999,Moderate
35-9011,11176,Carry trays from food counters to tables for cafeteria patrons.,4.18,0.4531249999999993,0.4531249999999994,Moderate
35-9011,11171,Stock cabinets or serving areas with condiments and refill condiment containers.,4.06,0.26562499999999917,0.2656249999999991,Low
35-9011,11174,Serve food to customers when waiters or waitresses need assistance.,4.05,0.24999999999999947,0.24999999999999956,Low
35-9011,11175,"Clean and polish counters, shelves, walls, furniture, or equipment in food service areas or other areas of restaurants and mop or vacuum floors.",3.89,0.0,0.0,Low
35-9021,11186,"Wash dishes, glassware, flatware, pots, or pans, using dishwashers or by hand.",4.49,1.0,1.0,High
35-9021,11188,"Maintain kitchen work areas, equipment, or utensils in clean and orderly condition.",4.43,0.9294117647058818,0.9294117647058817,High
35-9021,11187,"Place clean dishes, utensils, or cooking equipment in storage areas.",4.31,0.7882352941176464,0.7882352941176466,High
35-9021,11190,Sweep or scrub floors.,4.21,0.6705882352941174,0.6705882352941176,High
35-9021,11189,"Stock supplies, such as food or utensils, in serving stations, cupboards, refrigerators, or salad bars.",3.93,0.3411764705882353,0.3411764705882353,Moderate
35-9021,11193,Clean or prepare various foods for cooking or serving.,3.83,0.2235294117647058,0.22352941176470584,Low
35-9021,11192,"Sort and remove trash, placing it in designated pickup areas.",3.79,0.176470588235294,0.17647058823529396,Low
35-9021,11195,"Transfer supplies or equipment between storage and work areas, by hand or using hand trucks.",3.73,0.10588235294117629,0.10588235294117639,Low
35-9021,11196,Receive and store supplies.,3.65,0.01176470588235269,0.011764705882352637,Low
35-9021,11191,Clean garbage cans with water or steam.,3.64,0.0,0.0,Low
35-9031,2296,Provide guests with menus.,4.76,1.0,1.0,High
35-9031,2297,Greet guests and seat them at tables or in waiting areas.,4.67,0.8941176470588237,0.8941176470588236,High
35-9031,2302,"Maintain contact with kitchen staff, management, serving staff, and customers to ensure that dining details are handled properly and customers' concerns are addressed.",4.58,0.7882352941176473,0.7882352941176475,High
35-9031,18749,Assign patrons to tables suitable for their needs and according to rotation so that servers receive an appropriate number of seatings.,4.44,0.6235294117647064,0.6235294117647063,Moderate
35-9031,18750,"Speak with patrons to ensure satisfaction with food and service, to respond to complaints, or to make conversation.",4.34,0.5058823529411763,0.5058823529411764,Moderate
